date_mutation;surface_reelle_bati;nombre_pieces_principales;code_departement;code_postal;longitude;latitude;type_local;valeur_fonciere
2025-06-27;47.0;2.0;75;75005;2.351228787;48.8491328;Appartement;550386.1
2025-06-27;95.0;4.0;75;75005;2.350928508;48.85000725;Appartement;1145000.0
2025-06-26;55.0;3.0;75;75005;2.340538637;48.84175021;Appartement;665000.0
2025-06-25;58.0;3.0;75;75005;2.345250807;48.8497348;Appartement;717000.0
2025-06-25;43.0;0.0;75;75005;2.340478147;48.84027539;Activite;284000.0
2025-06-24;37.0;2.0;75;75005;2.349197604;48.84871273;Appartement;475250.0
2025-06-24;76.0;3.0;75;75005;2.35244772;48.84046806;Appartement;1169350.0
2025-06-23;48.0;3.0;75;75005;2.357927241;48.8398727;Appartement;545000.0
2025-06-20;59.0;2.0;75;75005;2.337854907;48.83956718;Appartement;300000.0
2025-06-19;54.0;1.0;75;75005;2.347024033;48.84440166;Appartement;742500.0
2025-06-16;95.0;0.0;75;75005;2.355577636;48.84911399;Activite;1100000.0
2025-06-16;50.0;3.0;75;75005;2.351978417;48.83906773;Appartement;620000.0
2025-06-11;43.0;2.0;75;75005;2.352953804;48.84256668;Appartement;490000.0
2025-06-10;68.0;0.0;75;75005;2.344362774;48.85302837;Activite;1388000.0
2025-06-04;53.0;3.0;75;75005;2.352725813;48.8373323;Appartement;610000.0
2025-06-02;31.0;2.0;75;75005;2.361766878;48.8407157;Appartement;200000.0
2025-05-28;32.0;2.0;75;75005;2.338660443;48.84037006;Appartement;442000.0
2025-05-28;80.0;4.0;75;75005;2.341964337;48.84500961;Appartement;1270000.0
2025-05-27;30.0;2.0;75;75005;2.347752227;48.84788422;Appartement;380000.0
2025-05-27;43.0;3.0;75;75005;2.353859748;48.84361836;Appartement;622900.0
2025-05-20;70.0;4.0;75;75005;2.338935429;48.842976;Appartement;815000.0
2025-05-15;40.0;2.0;75;75005;2.352380036;48.84282212;Appartement;495000.0
2025-05-14;100.0;2.0;75;75005;2.35390949;48.84432494;Appartement;1154200.0
2025-05-14;59.0;4.0;75;75005;2.353775523;48.842594;Deux appartements;728000.0
2025-05-13;40.0;3.0;75;75005;2.342834992;48.84209574;Appartement;361000.0
2025-05-13;67.0;4.0;75;75005;2.349748602;48.83907042;Appartement;790000.0
2025-05-09;32.0;2.0;75;75005;2.350781691;48.83935033;Appartement;290000.0
2025-05-06;54.0;3.0;75;75005;2.349748602;48.83907042;Appartement;500000.0
2025-05-06;55.0;3.0;75;75005;2.358887426;48.83941502;Appartement;618940.0
2025-05-06;31.0;1.0;75;75005;2.344622781;48.84470712;Appartement;410000.0
