date_mutation;surface_reelle_bati;nombre_pieces_principales;code_departement;code_postal;longitude;latitude;type_local;valeur_fonciere
2025-06-30;40.0;2.0;75;75019;2.386983509;48.88331177;Appartement;323200.0
2025-06-30;59.0;2.0;75;75019;2.381529939;48.87700586;Appartement;750000.0
2025-06-30;93.0;4.0;75;75019;2.377152945;48.88412226;Appartement;1087450.0
2025-06-30;41.0;3.0;75;75019;2.374439175;48.88029646;Appartement;440000.0
2025-06-30;91.0;4.0;75;75019;2.377842302;48.88640615;Appartement;920000.0
2025-06-26;51.0;3.0;75;75019;2.378332601;48.87714618;Appartement;371280.0
2025-06-26;31.0;1.0;75;75019;2.381255612;48.87529532;Appartement;290000.0
2025-06-25;55.0;3.0;75;75019;2.383148704;48.87612318;Bati mixte - logement/activite;530000.0
2025-06-24;30.0;2.0;75;75019;2.372110359;48.87686726;Appartement;94000.0
2025-06-24;55.0;2.0;75;75019;2.386743252;48.88262637;Appartement;370000.0
2025-06-23;105.0;5.0;75;75019;2.38914491;48.87810792;Appartement;850250.0
2025-06-20;59.0;3.0;75;75019;2.387547131;48.88358328;Appartement;382500.0
2025-06-20;81.0;4.0;75;75019;2.378541972;48.87356503;Appartement;619400.0
2025-06-18;31.0;2.0;75;75019;2.386242877;48.87535691;Appartement;220000.0
2025-06-18;46.0;3.0;75;75019;2.38133116;48.88491878;Appartement;342000.0
2025-06-17;52.0;0.0;75;75019;2.382895279;48.88502898;Activite;265000.0
2025-06-17;68.0;3.0;75;75019;2.393321428;48.88086137;Appartement;35295.0
2025-06-16;62.0;3.0;75;75019;2.385863649;48.88927837;Appartement;298895.0
2025-06-16;58.0;3.0;75;75019;2.387588952;48.88297981;Appartement;541800.0
2025-06-13;42.0;2.0;75;75019;2.381778405;48.88884245;Appartement;198000.0
2025-06-13;56.0;3.0;75;75019;2.382407791;48.87437271;Appartement;445000.0
2025-06-12;82.0;3.0;75;75019;2.384016249;48.87602288;Appartement;160725.0
2025-06-11;60.0;3.0;75;75019;2.371103369;48.88277655;Appartement;660000.0
2025-06-11;44.0;2.0;75;75019;2.386591333;48.89004779;Appartement;383000.0
2025-06-10;33.0;1.0;75;75019;2.37164872;48.87862071;Appartement;292000.0
2025-06-10;75.0;0.0;75;75019;2.373235105;48.88040364;Activite;650000.0
2025-06-10;45.0;3.0;75;75019;2.391679813;48.87700002;Appartement;500000.0
2025-06-10;44.0;2.0;75;75019;2.38133116;48.88491878;Appartement;430769.0
2025-06-04;44.0;2.0;75;75019;2.374700117;48.88427081;Appartement;277000.0
2025-06-04;87.0;4.0;75;75019;2.396341226;48.87996585;Appartement;596500.0
2025-06-04;86.0;4.0;75;75019;2.390655592;48.87637079;Maison;1200000.0
2025-06-03;85.0;3.0;75;75019;2.383150708;48.87537816;Appartement;960000.0
2025-05-28;45.0;0.0;75;75019;2.382084895;48.88559796;Activite;263300.0
2025-05-28;69.0;3.0;75;75019;2.37329866;48.87870373;Appartement;506000.0
2025-05-26;30.0;2.0;75;75019;2.385151857;48.87777291;Appartement;277000.0
2025-05-22;47.0;1.0;75;75019;2.389771091;48.87575256;Appartement;390200.0
2025-05-21;69.0;3.0;75;75019;2.391636932;48.87963415;Appartement;500000.0
2025-05-20;58.0;3.0;75;75019;2.378088957;48.87665353;Appartement;510000.0
2025-05-20;50.0;2.0;75;75019;2.37507345;48.88372733;Appartement;312000.0
2025-05-17;35.0;1.0;75;75019;2.386213636;48.87590644;Appartement;380442.8
2025-05-16;62.0;3.0;75;75019;2.38914491;48.87810792;Appartement;480000.0
2025-05-15;68.0;3.0;75;75019;2.384254127;48.88899362;Appartement;587900.0
2025-05-14;38.0;1.0;75;75019;2.375122642;48.88084465;Appartement;250000.0
2025-05-13;37.0;2.0;75;75019;2.386385743;48.88624527;Appartement;219960.0
2025-05-13;40.0;3.0;75;75019;2.392055743;48.88750086;Appartement;356000.0
2025-05-12;30.0;2.0;75;75019;2.383837545;48.87529623;Appartement;283595.0
2025-05-12;65.0;0.0;75;75019;2.375734884;48.87876152;Activite;190000.0
2025-05-07;31.0;1.0;75;75019;2.385422742;48.87609796;Appartement;280000.0
2025-05-07;70.0;4.0;75;75019;2.371767412;48.87988525;Appartement;277686.0
2025-05-06;87.0;4.0;75;75019;2.389349615;48.88831339;Appartement;644000.0
2025-04-30;57.0;3.0;75;75019;2.381577451;48.8846134;Appartement;500000.0
2025-04-30;50.0;0.0;75;75019;2.385675021;48.87430544;Activite;250000.0
2025-04-30;34.0;1.0;75;75019;2.389345242;48.87846543;Appartement;220000.0
2025-04-30;66.0;3.0;75;75019;2.379331834;48.8731096;Appartement;520000.0
2025-04-30;52.0;3.0;75;75019;2.376026298;48.87511811;Appartement;260000.0
2025-04-30;42.0;2.0;75;75019;2.387540349;48.8862261;Appartement;344120.0
2025-04-29;33.0;2.0;75;75019;2.391919409;48.887862;Appartement;235000.0
2025-04-29;68.0;3.0;75;75019;2.386681275;48.88336457;Appartement;470450.0
2025-04-28;50.0;2.0;75;75019;2.392910516;48.88683052;Appartement;270000.0
2025-04-28;83.0;3.0;75;75019;2.376398207;48.87894568;Appartement;743000.0
2025-04-28;43.0;2.0;75;75019;2.382968243;48.88858066;Appartement;380045.0
2025-04-28;30.0;1.0;75;75019;2.375703969;48.87660568;Appartement;220000.0
2025-04-28;46.0;4.0;75;75019;2.371767412;48.87988525;Deux appartements;2000.0
2025-04-24;71.0;3.0;75;75019;2.38529933;48.87837971;Appartement;602000.0
