date_mutation;surface_reelle_bati;nombre_pieces_principales;code_departement;code_postal;longitude;latitude;type_local;valeur_fonciere
2025-06-27;75.0;3.0;75;75012;2.399426539;48.83980215;Appartement;670000.0
2025-06-27;30.0;1.0;75;75012;2.392713694;48.84558839;Appartement;247000.0
2025-06-25;33.0;1.0;75;75012;2.396300634;48.84613539;Appartement;375000.0
2025-06-24;72.0;4.0;75;75012;2.401183331;48.84555429;Appartement;759500.0
2025-06-24;38.0;2.0;75;75012;2.406669987;48.84483696;Appartement;267500.0
2025-06-24;83.0;4.0;75;75012;2.393853785;48.8455791;Appartement;845000.0
2025-06-20;40.0;1.0;75;75012;2.395403352;48.84338179;Appartement;320000.0
2025-06-20;94.0;4.0;75;75012;2.406852072;48.84518047;Appartement;852800.0
2025-06-18;65.0;3.0;75;75012;2.393193296;48.84523891;Appartement;690000.0
2025-06-18;31.0;2.0;75;75012;2.401400333;48.84741522;Appartement;300000.0
2025-06-17;48.0;2.0;75;75012;2.399969226;48.84467406;Appartement;403700.0
2025-06-17;99.0;4.0;75;75012;2.404441196;48.84504081;Appartement;805000.0
2025-06-17;39.0;2.0;75;75012;2.398580219;48.84569015;Appartement;360000.0
2025-06-16;71.0;5.0;75;75012;2.393698207;48.83629294;Appartement;842650.0
2025-06-12;87.0;3.0;75;75012;2.40340848;48.8380875;Appartement;680000.0
2025-06-11;64.0;0.0;75;75012;2.406619234;48.84557216;Activite;465000.0
2025-06-11;115.0;5.0;75;75012;2.392921958;48.83809189;Appartement;1.0
2025-06-11;85.0;3.0;75;75012;2.392921958;48.83809189;Appartement;1.0
2025-06-11;63.0;3.0;75;75012;2.406052863;48.84506554;Appartement;699000.0
2025-06-10;43.0;2.0;75;75012;2.404011342;48.83436405;Appartement;330000.0
2025-06-10;48.0;2.0;75;75012;2.396981234;48.84033961;Appartement;503810.0
2025-06-03;34.0;2.0;75;75012;2.400510305;48.83870981;Appartement;293159.0
2025-06-03;90.0;3.0;75;75012;2.397923436;48.83908043;Appartement;587000.0
2025-06-02;110.0;4.0;75;75012;2.398931353;48.83406934;Appartement;945000.0
2025-05-28;102.0;4.0;75;75012;2.389223702;48.840233;Appartement;1333000.0
2025-05-27;43.0;1.0;75;75012;2.406854337;48.84675857;Appartement;216000.0
2025-05-27;37.0;1.0;75;75012;2.404870877;48.83814949;Appartement;305000.0
2025-05-19;73.0;0.0;75;75012;2.390813819;48.84014154;Activite;366666.0
2025-05-19;53.0;3.0;75;75012;2.398715965;48.8398988;Appartement;425000.0
2025-05-19;40.0;2.0;75;75012;2.401759853;48.83354512;Appartement;351000.0
2025-05-15;70.0;3.0;75;75012;2.395403352;48.84338179;Appartement;520000.0
2025-05-15;61.0;3.0;75;75012;2.406853007;48.84124586;Appartement;588220.0
2025-05-14;37.0;2.0;75;75012;2.397397619;48.83484753;Appartement;318000.0
2025-05-12;46.0;2.0;75;75012;2.397975973;48.8425594;Appartement;420000.0
2025-05-12;49.0;2.0;75;75012;2.401625426;48.83862755;Appartement;360000.0
2025-05-07;52.0;2.0;75;75012;2.398079046;48.84222659;Appartement;394300.0
2025-05-07;35.0;2.0;75;75012;2.389022013;48.83992768;Appartement;339000.0
2025-05-07;70.0;3.0;75;75012;2.409577159;48.84333273;Appartement;659700.0
2025-05-06;87.0;4.0;75;75012;2.392788825;48.83795337;Deux appartements;777000.0
2025-05-05;35.0;1.0;75;75012;2.404427575;48.84410895;Appartement;190000.0
2025-04-30;40.0;3.0;75;75012;2.394085834;48.83619097;Appartement;310000.0
2025-04-30;110.0;4.0;75;75012;2.403935148;48.83706244;Appartement;9000.0
2025-04-29;34.0;2.0;75;75012;2.39175865;48.83953637;Appartement;284000.0
2025-04-28;70.0;3.0;75;75012;2.399429496;48.84660489;Appartement;760000.0
2025-04-28;65.0;3.0;75;75012;2.40342629;48.84004696;Appartement;409524.0
2025-04-28;60.0;2.0;75;75012;2.394638999;48.84499828;Appartement;115000.0
2025-04-25;50.0;2.0;75;75012;2.401452382;48.83359119;Appartement;370000.0
2025-04-25;31.0;2.0;75;75012;2.399679319;48.83622735;Appartement;290000.0
2025-04-25;90.0;0.0;75;75012;2.398676192;48.84722843;Activite;750000.0
2025-04-23;63.0;2.0;75;75012;2.408052405;48.83952817;Appartement;469000.0
2025-04-23;61.0;3.0;75;75012;2.40029224;48.84715025;Appartement;593400.0
2025-04-23;30.0;2.0;75;75012;2.389022013;48.83992768;Appartement;270000.0
2025-04-18;60.0;2.0;75;75012;2.394565873;48.83645857;Appartement;262625.0
2025-04-17;73.0;4.0;75;75012;2.406660655;48.83729632;Appartement;582264.0
2025-04-16;41.0;2.0;75;75012;2.396275826;48.83462643;Appartement;358000.0
2025-04-15;32.0;2.0;75;75012;2.403994931;48.83963469;Appartement;240000.0
2025-04-10;33.0;1.0;75;75012;2.394762615;48.84145912;Appartement;300000.0
2025-04-10;111.0;5.0;75;75012;2.400641404;48.83575641;Appartement;812000.0
2025-04-10;57.0;3.0;75;75012;2.401342398;48.84541297;Appartement;600000.0
2025-04-09;64.0;3.0;75;75012;2.399837771;48.83918609;Appartement;286803.0
2025-04-07;30.0;0.0;75;75012;2.398574007;48.83541885;Activite;6500.0
2025-04-04;61.0;3.0;75;75012;2.407453317;48.84372886;Appartement;570000.0
2025-04-03;45.0;2.0;75;75012;2.402170522;48.8467315;Appartement;417000.0
2025-04-02;56.0;3.0;75;75012;2.403729356;48.83425623;Appartement;555000.0
2025-03-31;30.0;1.0;75;75012;2.39262629;48.84610275;Appartement;241080.0
2025-03-31;30.0;1.0;75;75012;2.407552755;48.84324635;Appartement;302400.0
2025-03-31;42.0;2.0;75;75012;2.403367416;48.83609096;Appartement;345000.0
2025-03-31;37.0;2.0;75;75012;2.391667843;48.83725605;Appartement;296650.0
2025-03-31;60.0;3.0;75;75012;2.389623697;48.84014752;Bati mixte - logement/activite;441600.0
2025-03-31;42.0;2.0;75;75012;2.396516002;48.83309554;Appartement;350605.0
2025-03-31;79.0;2.0;75;75012;2.402275604;48.84595151;Appartement;763000.0
2025-03-31;42.0;2.0;75;75012;2.39952733;48.83781154;Appartement;420000.0
2025-03-31;107.0;4.0;75;75012;2.399893588;48.83361185;Appartement;770000.0
2025-03-31;114.0;5.0;75;75012;2.394567889;48.83883798;Appartement;1476000.0
2025-03-31;106.0;5.0;75;75012;2.396871494;48.84644405;Appartement;1071000.0
2025-03-31;30.0;2.0;75;75012;2.406465618;48.84630598;Appartement;245000.0
2025-03-28;30.0;2.0;75;75012;2.399679319;48.83622735;Appartement;336500.0
2025-03-28;94.0;4.0;75;75012;2.391477438;48.84520908;Appartement;770000.0
2025-03-28;53.0;2.0;75;75012;2.404485448;48.83563156;Appartement;437500.0
2025-03-28;94.0;3.0;75;75012;2.400728836;48.83953858;Appartement;750000.0
2025-03-28;34.0;2.0;75;75012;2.404593173;48.84580738;Deux appartements;276500.0
2025-03-28;68.0;3.0;75;75012;2.393193296;48.84523891;Appartement;654000.0
2025-03-28;35.0;2.0;75;75012;2.401764851;48.84738574;Appartement;313041.0
2025-03-28;70.0;4.0;75;75012;2.397641754;48.8385085;Appartement;770000.0
2025-03-28;58.0;4.0;75;75012;2.393019455;48.83741201;Deux appartements;319048.0
2025-03-28;35.0;2.0;75;75012;2.397681482;48.83511552;Appartement;266000.0
2025-03-28;52.0;3.0;75;75012;2.390459293;48.84032215;Appartement;430000.0
2025-03-27;45.0;2.0;75;75012;2.394638999;48.84499828;Appartement;400000.0
2025-03-27;43.0;2.0;75;75012;2.398947736;48.84020909;Appartement;430000.0
2025-03-27;53.0;1.0;75;75012;2.399969226;48.84467406;Appartement;600000.0
2025-03-27;32.0;3.0;75;75012;2.403633151;48.83965006;Appartement;269000.0
2025-03-27;102.0;4.0;75;75012;2.40079681;48.8470574;Appartement;869250.0
2025-03-27;39.0;2.0;75;75012;2.40059258;48.83443526;Appartement;361000.0
2025-03-27;51.0;0.0;75;75012;2.403079828;48.8365942;Activite;400000.0
