Référence DVF;Date de vente;Mois;Année;Mois-Année;Type de mutation;Département;Communes;Adresse complète;Adresse libellé;Code postal;Commune;Cadastre;Nature des biens;Montant de la cession hors droits;Surface Bâtie;Surface Terrain;Nombre de pièces;Prix / m² bâti;Prix / m² terrain;Zonage;Fiche détaillée urbanisme;Documents urbanisme;Coordonnées X;Coordonnées Y
7cf3678925129df78298626b0ecf84eb;26/06/2025;06;2025;06-2025;Vente;75;{75106};10 Rue Guenegaud 75006 Paris 06;10 Rue Guenegaud;75006;PARIS 06;{75106000AB0009,75106000AC0082};Deux appartements;1577000;96;0;5;16427,08;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AB_0009,https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AC_0082};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,338954554;48,8558817
b60cb381a1911aef140a689628db2818;26/06/2025;06;2025;06-2025;Vente;75;{75106};28 Rue Du Four 75006 Paris 06;28 Rue Du Four;75006;PARIS 06;{75106000BJ0065};Un appartement;640000;55;0;2;11636,36;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BJ_0065};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,332956837;48,85285403
91a613eaf75ad8c699a52463ee1935ae;25/06/2025;06;2025;06-2025;Vente;75;{75106};118 Rue De Vaugirard 75006 Paris 06;118 Rue De Vaugirard;75006;PARIS 06;{75106000AZ0037};Un appartement;576900;30;0;1;19230;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AZ_0037};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,32107617;48,84572598
d10ee92bb085644734239c6973db1b13;25/06/2025;06;2025;06-2025;Vente;75;{75106};3 Rue De La Grande Chaumiere 75006 Paris 06;3 Rue De La Grande Chaumiere;75006;PARIS 06;{75106000AT0084};Un appartement;391304,34;41;0;2;9544,01;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AT_0084};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,331468681;48,84246566
4df803e2b22ee012014cdc02118287b4;23/06/2025;06;2025;06-2025;Vente;75;{75106};15 Rue Madame 75006 Paris 06;15 Rue Madame;75006;PARIS 06;{75106000AI0002};Un appartement;2768138,8;86;0;4;32187,66;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AI_0002};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,332113247;48,85103061
da98f257541dc8a4b5f5d008c2182946;18/06/2025;06;2025;06-2025;Vente;75;{75106};21 Rue Guenegaud 75006 Paris 06;21 Rue Guenegaud;75006;PARIS 06;{75106000AC0076};Un appartement;675000;42;0;3;16071,43;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AC_0076};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,338702499;48,85554392
7e798ced5253044a1cc3404d7333d989;17/06/2025;06;2025;06-2025;Vente;75;{75106};12 Rue Notre-Dame Des Champs 75006 Paris 06;12 Rue Notre-Dame Des Champs;75006;PARIS 06;{75106000AV0103};Un appartement;624000;49;0;2;12734,69;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AV_0103};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,327015988;48,84634602
372a2ff14ffeea0be6cbc143f0cb34f2;17/06/2025;06;2025;06-2025;Vente;75;{75106};58 Rue Bonaparte 75006 Paris 06;58 Rue Bonaparte;75006;PARIS 06;{75106000BJ0065};Activite;1710000;82;0;0;20853,66;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BJ_0065};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,332956837;48,85285403
3a57d26bb64ad455719465223a81fb86;16/06/2025;06;2025;06-2025;Vente;75;{75106};113 Rue Du Cherche-Midi 75006 Paris 06;113 Rue Du Cherche-Midi;75006;PARIS 06;{75106000AZ0004};Activite;1165000;97;0;0;12010,31;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AZ_0004};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,320124254;48,84577525
bf314979025d5716f9e615e99cafb2df;16/06/2025;06;2025;06-2025;Vente;75;{75106};19 Rue Mazarine 75006 Paris 06;19 Rue Mazarine;75006;PARIS 06;{75106000AC0041,75106000AC0044};Un appartement;2888800;113;0;4;25564,6;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AC_0041,https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AC_0044};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,338592165;48,85490473
6dc6e73f94aad6de1f0d4620dfc0ac1d;06/06/2025;06;2025;06-2025;Vente;75;{75106};1 Bd Du Montparnasse 75006 Paris 06;1 Bd Du Montparnasse;75006;PARIS 06;{75106000BC0001};Un appartement;1040000;78;0;3;13333,33;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BC_0001};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,317328669;48,84683167
bdee49a149acdd33492fdb12c1eb4641;06/06/2025;06;2025;06-2025;Vente;75;{75106};6 Rue Jacob 75006 Paris 06;6 Rue Jacob;75006;PARIS 06;{75106000BK0028};Un appartement;1345300;68;0;3;19783,82;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BK_0028};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,336305038;48,85493269
f72ccb6c37c10241fc73a76445919df3;05/06/2025;06;2025;06-2025;Vente;75;{75106};31 Rue D Assas 75006 Paris 06;31 Rue D Assas;75006;PARIS 06;{75106000AV0027};Un appartement;701200;44;0;3;15936,36;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AV_0027};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,330104551;48,84743987
5f625273ebc4da9cf7a846ba53eaea68;02/06/2025;06;2025;06-2025;Vente;75;{75106};9 Rue De Fleurus 75006 Paris 06;9 Rue De Fleurus;75006;PARIS 06;{75106000AV0052};Un appartement;1187000;72;0;3;16486,11;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AV_0052};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,330912902;48,84687539
79eacef624d48be6bd400162f461849a;28/05/2025;05;2025;05-2025;Vente;75;{75106};8 Rue Jacob 75006 Paris 06;8 Rue Jacob;75006;PARIS 06;{75106000BK0027};Un appartement;415000;33;0;2;12575,76;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BK_0027};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,336204811;48,85490202
2d92368288b5353fcd96e8208dd0470c;27/05/2025;05;2025;05-2025;Vente;75;{75106};11 Rue Mazarine 75006 Paris 06;11 Rue Mazarine;75006;PARIS 06;{75106000AB0015};Deux appartements;1815000;99;0;5;18333,33;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AB_0015};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,337840548;48,85550987
69daf3023ef0ce11d204e77dd5250033;27/05/2025;05;2025;05-2025;Vente;75;{75106};135 Rue De Sevres 75006 Paris 06;135 Rue De Sevres;75006;PARIS 06;{75106000BC0070};Un appartement;752100;51;0;2;14747,06;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BC_0070};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,317925189;48,84699785
ac76ec8b993a525cc901daaa5536ebd5;27/05/2025;05;2025;05-2025;Vente;75;{75106};4 Rue Huysmans 75006 Paris 06;4 Rue Huysmans;75006;PARIS 06;{75106000AV0081};Un appartement;692000;60;0;2;11533,33;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AV_0081};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,329581198;48,84616149
ded71afb495bf0afba5ce5161f587ebb;26/05/2025;05;2025;05-2025;Vente;75;{75106};109 Rue Du Cherche-Midi 75006 Paris 06;109 Rue Du Cherche-Midi;75006;PARIS 06;{75106000AZ0005};Un appartement;500000;37;0;2;13513,51;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_AZ_0005};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,320445966;48,84583173
12b889f6ee73f86f9241a6737cba87ea;26/05/2025;05;2025;05-2025;Vente;75;{75106};28 Rue Bonaparte 75006 Paris 06;28 Rue Bonaparte;75006;PARIS 06;{75106000BM0032};Activite;670000;72;0;0;9305,56;0;{UG};{https://www.geoportail-urbanisme.gouv.fr/map/parcel-info/75_106_000_000_BM_0032};https://www.geoportail-urbanisme.gouv.fr/document/by-id/4a02192762e3f46a75fe0f69f31c2bf2;2,333924145;48,85576623
